alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,11.91,115.11,22.80,4.88,14.90,3.34,1.86,25.67,0x0,0x2,0,0,358.11,23.06,24.30,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7506,3.7465,3.7476,3.7580,3.7475,3.7536,3.7464,3.7259,3.7491,3.7615,3.7801,3.7556,3.7147,3.7513,3.7567,3.7585,3.7468,3.7492,3.7560,3.7919,3.7489,3.7467,3.7619,3.7387,3.7508,3.7629,3.7504,3.7412,3.7321,3.7515,3.7660,
Yes,11.91,115.11,22.80,4.88,14.90,3.34,1.86,25.67,0x0,0x2,0,0,358.11,23.06,24.30,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7506,3.7465,3.7476,3.7580,3.7475,3.7536,3.7464,3.7259,3.7491,3.7615,3.7801,3.7556,3.7147,3.7513,3.7567,3.7585,3.7468,3.7492,3.7560,3.7919,3.7489,3.7467,3.7619,3.7387,3.7508,3.7629,3.7504,3.7412,3.7321,3.7515,3.7660,
Yes,11.91,115.11,22.80,4.88,14.90,3.34,1.86,25.67,0x0,0x2,0,0,358.11,23.06,24.30,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7506,3.7465,3.7476,3.7580,3.7475,3.7536,3.7464,3.7259,3.7491,3.7615,3.7801,3.7556,3.7147,3.7513,3.7567,3.7585,3.7468,3.7492,3.7560,3.7919,3.7489,3.7467,3.7619,3.7387,3.7508,3.7629,3.7504,3.7412,3.7321,3.7515,3.7660,
Yes,11.91,115.11,22.80,4.88,14.90,3.34,1.86,25.67,0x0,0x2,0,0,358.11,23.06,24.30,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7506,3.7465,3.7476,3.7580,3.7475,3.7536,3.7464,3.7259,3.7491,3.7615,3.7801,3.7556,3.7147,3.7513,3.7567,3.7585,3.7468,3.7492,3.7560,3.7919,3.7489,3.7467,3.7619,3.7387,3.7508,3.7629,3.7504,3.7412,3.7321,3.7515,3.7660,
Yes,11.11,115.50,22.79,4.88,14.90,3.34,1.86,25.65,0x0,0x2,0,0,366.35,23.59,22.76,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7696,3.7660,3.7657,3.7751,3.7650,3.7706,3.7658,3.7472,3.7667,3.7776,3.7978,3.7740,3.7425,3.7686,3.7734,3.7741,3.7698,3.7697,3.7734,3.8091,3.7671,3.7625,3.7795,3.7596,3.7685,3.7789,3.7680,3.7603,3.7545,3.7701,3.7817,
Yes,11.61,115.25,22.80,4.88,14.90,3.34,1.86,25.66,0x0,0x2,0,0,377.59,24.31,23.01,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.37,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7654,3.7596,3.7551,3.7617,3.7468,3.7502,3.7615,3.7395,3.7564,3.7648,3.7795,3.7699,3.7328,3.7583,3.7601,3.7578,3.7420,3.7651,3.7672,3.7990,3.7525,3.7461,3.7756,3.7519,3.7582,3.7661,3.7495,3.7375,3.7495,3.7634,3.7725,
Yes,11.68,115.22,22.80,4.88,14.90,3.34,1.86,25.66,0x0,0x2,0,0,386.47,24.88,22.96,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.36,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7619,3.7568,3.7560,3.7639,3.7486,3.7494,3.7578,3.7373,3.7573,3.7669,3.7815,3.7665,3.7301,3.7593,3.7624,3.7599,3.7408,3.7616,3.7655,3.7999,3.7551,3.7480,3.7724,3.7500,3.7592,3.7683,3.7516,3.7364,3.7455,3.7617,3.7733,
Yes,0.13,120.28,22.80,4.88,14.92,3.34,1.86,25.66,0x0,0x0,0,0,385.72,24.83,1.27,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.55,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8765,3.8774,3.8784,3.8797,3.8777,3.8777,3.8753,3.8707,3.8768,3.8776,3.9116,3.8770,3.9025,3.8761,3.8754,3.8745,3.9145,3.8855,3.8758,3.9164,3.8798,3.8633,3.8783,3.8789,3.8789,3.8790,3.8800,3.8800,3.8785,3.8775,3.8782,
Yes,0.13,120.28,22.80,4.88,14.92,3.34,1.86,25.66,0x0,0x0,0,0,385.72,24.83,1.27,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.55,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8765,3.8774,3.8784,3.8797,3.8777,3.8777,3.8753,3.8707,3.8768,3.8776,3.9116,3.8770,3.9025,3.8761,3.8754,3.8745,3.9145,3.8855,3.8758,3.9164,3.8798,3.8633,3.8783,3.8789,3.8789,3.8790,3.8800,3.8800,3.8785,3.8775,3.8782,
Yes,-7.83,124.22,22.81,4.88,14.90,3.34,1.86,25.66,0x0,0x2,0,0,367.17,23.64,29.96,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.39,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9628,3.9673,3.9696,3.9648,3.9697,3.9681,3.9635,3.9697,3.9658,3.9589,4.0047,3.9602,4.0302,3.9631,3.9583,3.9568,4.0363,3.9789,3.9583,4.0037,3.9710,3.9458,3.9583,3.9749,3.9683,3.9603,3.9713,3.9810,3.9783,3.9637,3.9566,
Yes,-6.13,123.47,22.81,4.88,14.90,3.34,1.86,25.65,0x0,0x2,0,0,347.81,22.39,22.49,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.35,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9445,3.9503,3.9546,3.9532,3.9584,3.9556,3.9447,3.9511,3.9513,3.9479,3.9935,3.9427,4.0054,3.9489,3.9473,3.9468,4.0191,3.9593,3.9430,3.9897,3.9586,3.9358,3.9416,3.9568,3.9538,3.9494,3.9602,3.9666,3.9570,3.9476,3.9440,
Yes,-4.87,122.94,22.81,4.88,14.90,3.34,1.86,25.65,0x0,0x2,0,0,326.42,21.01,18.03,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.21,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9307,3.9347,3.9370,3.9349,3.9386,3.9379,3.9307,3.9339,3.9342,3.9305,3.9737,3.9295,3.9826,3.9322,3.9295,3.9293,3.9946,3.9445,3.9288,3.9731,3.9388,3.9183,3.9288,3.9401,3.9363,3.9320,3.9403,3.9467,3.9407,3.9328,3.9290,
Yes,0.00,120.51,22.80,4.88,14.93,3.34,1.86,25.66,0x0,0x0,0,0,327.01,21.05,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8820,3.8829,3.8840,3.8851,3.8831,3.8831,3.8806,3.8764,3.8824,3.8829,3.9178,3.8824,3.9084,3.8815,3.8809,3.8799,3.9209,3.8916,3.8813,3.9225,3.8851,3.8686,3.8837,3.8845,3.8845,3.8845,3.8853,3.8854,3.8841,3.8829,3.8837,
Yes,0.00,120.52,22.80,4.88,14.93,3.34,1.86,25.66,0x0,0x0,0,0,321.67,20.71,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8820,3.8828,3.8841,3.8852,3.8832,3.8833,3.8807,3.8765,3.8826,3.8831,3.9179,3.8825,3.9085,3.8817,3.8810,3.8800,3.9209,3.8918,3.8815,3.9226,3.8852,3.8689,3.8838,3.8846,3.8846,3.8846,3.8854,3.8855,3.8842,3.8831,3.8837,
Yes,0.00,120.52,22.81,4.88,14.92,3.34,1.86,25.68,0x0,0x0,0,0,319.39,20.56,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8823,3.8834,3.8843,3.8854,3.8835,3.8834,3.8810,3.8768,3.8828,3.8833,3.9182,3.8827,3.9086,3.8819,3.8812,3.8803,3.9212,3.8920,3.8816,3.9228,3.8854,3.8690,3.8840,3.8848,3.8848,3.8848,3.8857,3.8857,3.8844,3.8833,3.8839,
Yes,-3.42,122.27,22.81,4.88,14.90,3.34,1.86,25.66,0x0,0x10,0,0,311.20,20.04,13.43,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.65,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9190,3.9230,3.9253,3.9241,3.9262,3.9253,3.9188,3.9210,3.9228,3.9203,3.9613,3.9180,3.9656,3.9209,3.9189,3.9185,3.9775,3.9316,3.9182,3.9617,3.9269,3.9072,3.9181,3.9275,3.9249,3.9216,3.9283,3.9324,3.9273,3.9215,3.9190,
Yes,-5.78,123.42,22.80,4.88,14.90,3.34,1.86,25.67,0x0,0x2,0,0,284.47,18.31,35.57,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.55,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9427,3.9487,3.9538,3.9504,3.9550,3.9537,3.9429,3.9496,3.9506,3.9454,3.9905,3.9410,4.0021,3.9483,3.9448,3.9446,4.0156,3.9576,3.9421,3.9891,3.9551,3.9331,3.9400,3.9552,3.9529,3.9467,3.9566,3.9642,3.9544,3.9466,3.9436,
Yes,-5.02,123.10,22.79,4.88,14.90,3.34,1.86,25.68,0x0,0x2,0,0,262.82,16.92,36.03,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.85,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,4.0532,3.9940,3.9177,3.7871,3.7821,3.8917,4.0557,3.9967,3.9155,3.7895,3.8145,4.0473,4.0663,3.9131,3.7851,3.7881,3.9336,4.0768,3.9843,3.9560,3.7758,3.7755,4.0417,4.0019,3.9165,3.7920,3.7837,3.8971,4.0827,3.9896,3.9118,
Yes,-1.99,121.69,22.79,4.88,14.90,3.34,1.86,25.69,0x0,0x2,0,0,234.46,15.09,53.32,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.86,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9100,3.9176,3.9195,3.9140,3.9114,3.9129,3.9095,3.9148,3.9171,3.9108,3.9466,3.9094,3.9568,3.9154,3.9092,3.9057,3.9605,3.9219,3.9134,3.9566,3.9158,3.8943,3.9099,3.9215,3.9193,3.9124,3.9133,3.9187,3.9161,3.9161,3.9143,
Yes,-0.04,120.64,22.77,4.88,14.92,3.34,1.86,25.69,0x0,0x0,0,0,208.13,13.40,7.68,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8853,3.8865,3.8874,3.8884,3.8864,3.8864,3.8840,3.8800,3.8859,3.8864,3.9215,3.8855,3.9116,3.8847,3.8841,3.8832,3.9244,3.8953,3.8845,3.9260,3.8883,3.8718,3.8870,3.8880,3.8879,3.8878,3.8886,3.8885,3.8874,3.8862,3.8868,
Yes,0.00,120.62,22.77,4.88,14.93,3.34,1.86,25.70,0x0,0x0,0,0,144.65,9.31,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.48,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8851,3.8862,3.8872,3.8883,3.8861,3.8861,3.8837,3.8798,3.8856,3.8861,3.9212,3.8855,3.9116,3.8847,3.8840,3.8831,3.9243,3.8952,3.8844,3.9257,3.8880,3.8717,3.8869,3.8878,3.8878,3.8877,3.8884,3.8883,3.8873,3.8861,3.8866,
Yes,0.00,120.60,22.78,4.88,14.93,3.34,1.86,25.73,0x0,0x0,0,0,116.05,7.47,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.46,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8852,3.8863,3.8873,3.8884,3.8862,3.8862,3.8838,3.8800,3.8857,3.8862,3.9212,3.8855,3.9115,3.8847,3.8841,3.8833,3.9244,3.8952,3.8844,3.9258,3.8881,3.8717,3.8869,3.8879,3.8878,3.8877,3.8885,3.8884,3.8873,3.8861,3.8868,
Yes,0.00,120.63,22.78,4.88,14.93,3.34,1.86,25.72,0x0,0x0,0,0,89.97,5.79,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.20,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8854,3.8864,3.8874,3.8884,3.8863,3.8862,3.8839,3.8800,3.8858,3.8864,3.9214,3.8856,3.9117,3.8849,3.8842,3.8833,3.9244,3.8953,3.8845,3.9258,3.8882,3.8718,3.8870,3.8879,3.8879,3.8879,3.8886,3.8886,3.8874,3.8862,3.8870,
Yes,0.13,120.61,22.78,4.88,14.90,3.34,1.86,25.73,0x0,0x2,0,0,80.07,5.15,0.79,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.40,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8855,3.8865,3.8875,3.8885,3.8865,3.8864,3.8841,3.8802,3.8859,3.8864,3.9215,3.8857,3.9117,3.8848,3.8842,3.8833,3.9246,3.8954,3.8846,3.9260,3.8883,3.8720,3.8872,3.8880,3.8880,3.8879,3.8886,3.8887,3.8875,3.8863,3.8870,
Yes,6.08,117.98,22.79,4.88,14.90,3.34,1.86,25.73,0x0,0x2,0,0,88.71,5.71,29.65,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.54,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8287,3.8253,3.8266,3.8309,3.8230,3.8255,3.8259,3.8126,3.8264,3.8313,3.8575,3.8311,3.8242,3.8266,3.8281,3.8265,3.8428,3.8342,3.8284,3.8679,3.8264,3.8151,3.8348,3.8225,3.8284,3.8328,3.8255,3.8205,3.8216,3.8274,3.8347,
Yes,8.10,117.02,22.80,4.88,14.90,3.34,1.86,25.74,0x0,0x2,0,0,103.22,6.65,37.63,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.57,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8110,3.8071,3.8052,3.8113,3.8015,3.8036,3.8078,3.7924,3.8055,3.8127,3.8358,3.8138,3.7985,3.8063,3.8087,3.8074,3.8136,3.8147,3.8115,3.8473,3.8054,3.7959,3.8182,3.8030,3.8074,3.8141,3.8042,3.7963,3.8012,3.8100,3.8162,
Yes,11.21,115.60,22.80,4.88,14.90,3.34,1.86,25.75,0x0,0x2,0,0,121.80,7.84,40.50,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.75,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7769,3.7720,3.7716,3.7795,3.7700,3.7729,3.7728,3.7530,3.7726,3.7823,3.8038,3.7809,3.7479,3.7742,3.7777,3.7791,3.7718,3.7780,3.7791,3.8153,3.7713,3.7675,3.7867,3.7650,3.7742,3.7838,3.7729,3.7621,3.7616,3.7757,3.7872,
Yes,14.14,114.21,22.81,4.88,14.90,3.34,1.86,25.78,0x0,0x2,0,0,143.37,9.23,45.69,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.76,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7414,3.7388,3.7406,3.7497,3.7340,3.7341,3.7368,3.7159,3.7424,3.7538,3.7677,3.7468,3.6999,3.7444,3.7485,3.7467,3.7199,3.7396,3.7476,3.7855,3.7393,3.7354,3.7538,3.7291,3.7441,3.7553,3.7372,3.7187,3.7208,3.7432,3.7605,
Yes,15.07,113.80,22.82,4.88,14.90,3.34,1.86,25.79,0x0,0x2,0,0,162.18,10.44,49.32,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.76,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7334,3.7375,3.7230,3.7262,3.7213,3.7353,3.7287,3.7142,3.7251,3.7313,3.7541,3.7392,3.6987,3.7275,3.7256,3.7352,3.7221,3.7311,3.7465,3.7688,3.7139,3.7234,3.7465,3.7275,3.7267,3.7325,3.7245,3.7205,3.7121,3.7417,3.7452,
